Sequence name	locus tag	Name	Start	End	Strand	L Arabinose R1	L Arabinose R2	D Maltose monohydrate R1	D Maltose monohydrate R2	Mucin from porcine stomach R1	Mucin from porcine stomach R2	N Acetyl D Glucosamine R1	N Acetyl D Glucosamine R2	D Xylose R1	D Xylose R2	Glucose R1	Glucose R2	28°C R1	28°C R2	42°C R1	42°C R2	Aerobic shaking R1	Aerobic shaking R2	Bile salts R1	Bile salts R2	Deoxycholic acid R1	Deoxycholic acid R2	Gentamicin R1	Gentamicin R2	Peroxide R1	Peroxide R2	pH 6 R1	pH 6 R2	Starvation R1	Starvation R2	Control for TYG growth R1	Control for TYG growth R2
NC_004663.1	BT_0028	BT_0028	22552	22830	+	0.6507639519	0.8046481236	0.2687361735	0.3253371538	0.1480683615	0.6400604909	0.4940473125	0.5615791208	0.4253459287	0.401745602	0.4667568091	0.6181187504	0.5779061539	0.3231295333	0.5329441357	0.5537482199	0.4501540873	0.6813347809	0.6851630833	0.1154696388	0.3386735104	0.6625461521	0.53849088	0.4265989059	0.6806782565	0.2183060986	0.3984373056	0.5900156749	0	0	0.4744425376	0.2830956366
NC_004663.1	BT_0029	BT_0029	22906	26169	+	20.03423309	18.2593228	21.36452579	21.61168236	7.674876736	7.467372394	19.02082153	23.0757966	15.86540314	15.62790392	30.18360699	27.01694038	23.74668923	26.14656474	14.11315026	14.70893709	16.52708577	17.4669462	8.939746897	11.54696388	16.52726731	19.08132918	18.8471808	18.55705241	19.26843065	22.6674499	23.30858238	16.323767	2.67777099	2.775694472	23.58657187	20.52443365
NC_004663.1	BT_0030	BT_0030	26182	28011	+	9.854425557	11.26507373	10.92860439	9.760114613	4.07187994	4.551541269	11.21487399	12.4057933	7.401019159	7.95456292	13.84711867	16.32863699	10.98021692	12.54819688	5.980817523	7.267945386	8.488619931	8.423775473	5.970706869	5.542542661	9.144184782	11.13077536	8.226943999	9.811774835	10.95069195	12.44344762	13.08202487	9.112464312	0.7751442339	1.895596225	11.3188434	10.89918201
NC_004663.1	BT_0031	BT_0031	28131	29195	+	4.322931966	4.085136627	4.120621327	4.275859735	2.02360094	1.706827976	3.902973769	4.696843556	4.423597658	3.535361298	6.430871592	4.790420315	4.413101539	4.900797922	2.190992558	2.491866989	4.244309966	5.079041094	2.349130571	3.579558802	4.064082125	3.842767682	3.05144832	4.692587965	4.4505886	4.366121971	5.179684973	3.474536752	0.4228059458	0.8123983822	3.388875269	4.883399731
NC_004663.1	BT_0032	BT_0032	29209	29406	+	0.6972470913	0.9284401426	0.9405766073	1.254871879	0.5429173254	0.07111783232	1.284523012	0.7657897102	0.8506918574	1.004364005	1.192822957	1.648316668	1.418496923	1.615647667	0.3552960905	0.3460926374	1.6237701	1.424609087	0.9788044047	0.6928178326	1.354694042	0.927564613	1.1966464	0.8531978118	1.256636781	1.237067892	1.328124352	0.6555729721	0	0.1353997304	0.9488850753	1.344704274
NC_004663.1	BT_0033	BT_0033	29680	29970	+	0.8366965095	1.485504228	0.895787245	0.7901045163	0.1480683615	0.4267069939	0.988094625	0.5615791208	0.8506918574	0.8838403244	0.9335136182	1.081707813	1.523570769	0.8616787555	0.4737281206	0.2768741099	1.543385442	1.052971934	0.7830435238	0.3464089163	1.151489935	0.8613099978	0.77782016	0.8531978118	1.099557184	0.4366121971	0.7304683937	0.9833594581	0.1409353153	0.3384993259	0.6099975484	0.495417364
NC_004663.1	BT_0034	BT_0034	30281	31492	+	0.1859325577	0.495168076	0.3135255358	0.185906945	0.3948489639	0	0.197618925	0.153157942	0.1701383715	0.3615710418	0.155585603	0.3090593752	0.2626846154	0.4846943	0.6513761658	0.6921852748	0.3858463605	0.6193952554	1.774082984	3.002210608	3.725408615	2.650184609	0.8376524799	0.2132994529	0.5759585248	0.5093808966	0.2739256476	0.1966718916	0.4228059458	0.3384993259	0.2033325161	0.743126046
NC_004663.1	BT_0037	BT_0037	34087	35142	+	9.482560441	9.284401426	10.61507885	9.899544821	7.748910916	5.404955257	8.942256356	6.994212686	8.677056945	9.400847087	10.68354474	10.19895938	8.35337077	8.024383411	7.855991333	8.721534463	7.781234937	8.671533575	12.52869638	10.19981809	11.04075644	10.60073843	13.28277504	12.58466772	9.267696262	8.513937843	7.171871501	7.932432962	10.35874567	11.30587749	8.336633161	8.422095188
NC_004663.1	BT_0038	BT_0038	35266	35703	+	1.487460461	1.485504228	1.925942577	1.254871879	2.171669301	1.777945808	1.235118281	1.327368831	1.743918308	1.446284167	1.452132295	1.596806772	1.523570769	0.9693885999	5.447873387	3.114833737	4.180002239	3.46861343	1.566087048	0.8082874713	1.151489935	2.120147687	3.2907776	1.706395624	4.555308332	3.638434976	3.585935751	2.950078374	3.452915224	3.249593529	4.066650323	3.538695457
NC_004663.1	BT_0039	BT_0039	35989	36417	+	3.439752317	2.53773639	2.911308546	2.97451112	4.145914121	2.062417137	2.470236562	3.216316783	2.339402608	2.892568334	3.111712061	3.245123439	1.891329231	1.884922278	6.040033538	4.776078396	4.437233146	3.46861343	1.370326167	1.616574943	2.777122786	3.445239991	5.74390272	4.052689606	4.817107662	4.51165937	4.582029015	4.523453507	3.593850539	4.671290698	5.218867914	5.73268664
NC_004663.1	BT_0040	BT_0040	36478	38019	+	6.182257543	7.613209169	8.017295843	5.809592031	6.07080282	6.827311903	5.13809205	5.76894915	5.997377594	5.94583491	7.36438521	7.056855733	3.887732308	3.554424866	6.217681583	8.444660353	5.594772227	5.512617773	3.132174095	3.348619524	5.351041465	7.685535365	11.54763776	12.15806882	6.021384577	8.950550041	6.906246631	6.490172424	6.483024502	6.905386249	9.692183269	7.218938732
NC_004663.1	BT_0041	BT_0041	38016	39218	+	2.510089529	2.723424418	2.329046837	2.556220494	2.369093783	2.489124131	1.877379787	2.093158541	2.339402608	1.848029769	2.385645913	2.936064064	0.7355169232	0.7539689111	2.190992558	2.445721304	3.022463157	1.982064817	0.8809239643	1.385635665	1.828836956	2.451420763	4.12843008	2.559593435	2.408553831	3.274591478	3.386717098	2.065054862	1.832159098	1.895596225	4.337760344	2.830956366
NC_004663.1	BT_0042	BT_0042	39215	40375	+	2.37064011	2.228256342	2.463414924	2.137929868	1.826176458	2.13353497	1.778570325	2.654737662	1.914056679	1.807855209	2.696817119	1.545296876	1.576107693	1.238663211	3.079232784	3.391707847	3.151078611	3.778311058	0.8809239643	1.154696388	1.219224638	2.00420211	4.72675328	3.839390153	3.141591953	3.638434976	3.619138859	2.950078374	2.043562071	2.166395686	3.456652774	2.972504184
NC_004663.1	BT_0044	BT_0044	40593	41537	+	1.62690988	1.423608219	1.567627679	1.626685769	1.924888699	2.062417137	1.333927744	1.582632068	1.616314529	1.124887686	2.489369649	1.648316668	0.8405907693	1.400227978	2.546288648	2.076555824	2.700924524	2.539520547	0.9788044047	0.2309392775	1.083755233	1.457601535	2.63262208	2.346293982	2.879792624	2.692441882	2.473631606	2.360062699	2.889173963	2.234095551	2.982210237	2.901730275
NC_004663.1	BT_0045	BT_0045	41534	42700	+	2.463606389	2.599632399	3.538359618	2.277360076	3.306860073	1.84906364	2.569046025	2.450527073	2.296868015	2.611346413	2.696817119	2.936064064	1.523570769	1.9387772	2.783152709	2.491866989	3.858463605	2.601460073	1.370326167	1.154696388	1.910118599	2.650184609	3.5899392	3.839390153	3.926989942	3.129054079	3.585935751	3.540094049	2.114029729	2.978794068	4.812202882	4.458756276
NC_004663.1	BT_0046	BT_0046	42724	43656	+	4.741280221	5.261160808	4.97161921	4.647673625	5.281104892	4.764894766	4.298211619	5.054212087	3.275163651	4.178154261	4.978739297	4.841930211	2.626846154	2.854310878	3.789824965	4.429985759	4.75877178	5.388738722	2.838532774	3.348619524	3.725408615	3.246476145	7.53887232	5.759085229	6.283183906	6.064058293	5.910153367	6.293500532	3.593850539	4.400491237	5.964420473	6.723521368
NC_004663.1	BT_0047	BT_0047	43671	44066	+	1.208561625	1.23792019	0.895787245	0.929534725	1.184546892	1.137885317	0.8398804312	0.9189476522	0.7656226716	0.6427929632	0.6742042798	0.8756682297	0.6829800001	0.5924041444	0.6513761658	1.453589077	1.221846808	0.9910324086	0.2936413214	0.9237571101	0.4064082125	0.3975276913	1.67530496	1.706395624	1.518436111	1.673680089	1.527343005	0.9178021609	0.9865472068	0.4061991911	1.829992645	1.792939032
NC_004663.1	BT_0048	BT_0048	44162	44638	+	1.208561625	1.052232162	0.9405766073	0.8365812525	0.8390540483	1.422356646	0.8398804312	1.378421478	1.063364822	0.8838403244	1.296546692	1.49378698	0.5779061539	0.8078238333	0.8882402261	0.8306223298	1.157539082	1.238790511	0.9788044047	0.8082874713	1.083755233	0.9938192282	2.30354432	2.559593435	1.15191705	1.902381716	2.191405181	1.130863377	0.7046765763	1.150897708	2.304435183	1.415478183
NC_004663.1	BT_0049	BT_0049	44647	45582	+	1.348011043	1.856880285	1.657206403	1.533732296	2.07295706	2.062417137	1.531546669	1.378421478	1.48871075	1.888204329	2.437507781	2.060395835	1.103275385	0.9155336777	1.480400377	1.245933495	2.443693617	2.9111577	1.174565286	1.616574943	1.422428744	1.65636538	3.35060992	2.559593435	2.67035316	3.201822779	2.789061139	2.360062699	1.268417837	2.098695821	2.439990194	2.618634638
NC_004663.1	BT_0050	BT_0050	45594	46565	+	2.881954644	3.156696485	3.403991531	2.788604175	2.714586627	3.271420287	2.322022369	3.012106193	2.594610165	2.370299052	2.800540855	2.730024481	1.471033846	2.369616578	2.605504663	2.353429934	4.051386785	2.787278649	1.761847929	2.540332053	2.302979871	2.915203069	5.0857472	5.972384682	5.131266857	3.856741074	4.050779274	3.605651346	1.550288468	2.437195147	4.676647871	5.73268664
NC_004663.1	BT_0051	BT_0051	46565	47545	+	5.717426148	5.508744846	5.016408572	3.625185428	4.244626362	3.413655952	4.446425812	3.828948551	3.147559872	4.09780514	4.563844356	5.460048961	1.471033846	2.208051811	3.73060895	3.045615209	5.530464501	5.822315401	2.544891452	1.962983859	3.725408615	3.710258452	5.59432192	5.332486323	4.71238793	5.166577666	3.585935751	4.45789621	2.959641621	3.520392989	6.913305548	6.511199641
NC_004663.1	BT_0052	BT_0052	47716	48834	+	6.786538355	7.241833112	5.912195817	5.995498976	5.182392651	5.262719592	4.545235275	5.360527971	6.252585152	4.700423543	5.80852918	6.438736983	2.88953077	2.638891189	4.737281206	4.637641341	6.623695855	6.813347809	3.719456738	3.925967718	4.470490338	4.439059219	8.974847999	8.531978118	8.429938408	7.276869952	5.843747149	7.145745396	3.87572117	6.025288001	8.94663071	6.935843096
NC_004663.1	BT_0053	BT_0053	48834	49958	+	3.114370341	3.71376057	3.000887271	2.788604175	3.849777398	2.773595461	2.420831831	2.195263836	2.552075572	3.856757779	3.993363811	3.914752086	1.628644616	1.669502589	2.605504663	2.007337297	3.665540425	4.149948211	1.468206607	1.616574943	2.573918679	2.550802686	3.70960384	3.839390153	4.345868869	4.366121971	3.851560621	2.884521077	3.946188827	2.978794068	3.727762796	4.034112821
NC_004663.1	BT_0054	BT_0054	50011	51132	+	2.463606389	2.104464323	1.612417041	1.905546186	1.381971374	1.422356646	1.432737206	2.195263836	2.467006386	2.08907713	2.126336575	2.11190573	1.103275385	1.130953367	2.190992558	3.184052264	3.022463157	2.973097226	0.1957608809	1.154696388	1.422428744	1.921383841	2.991616	1.279796718	3.665190612	4.366121971	2.589842487	3.015635672	1.832159098	1.895596225	3.066932118	3.32637373
NC_004663.1	BT_0055	BT_0055	51140	52255	+	1.58042674	1.485504228	1.522838317	1.301348615	1.381971374	1.20900315	1.5809514	1.123158242	0.9357610431	0.8838403244	0.9853754859	1.081707813	0.8405907693	0.3769844555	1.598832407	1.799681715	1.800616349	1.67236719	0.5872826428	1.270166026	0.5418776167	1.457601535	1.7949696	1.706395624	2.146754501	2.692441882	1.483072193	2.032276213	1.47982081	2.234095551	2.236657677	1.840121638
NC_004663.1	BT_0056	BT_0056	52276	53298	+	3.300302899	3.71376057	3.807095791	3.904045845	3.356216193	3.911480778	3.655950112	4.23736973	3.700509579	3.495186737	3.111712061	4.017771877	1.313423077	1.238663211	3.256880829	2.768741099	2.76523225	3.46861343	0.8809239643	1.154696388	2.099775765	2.716439224	3.35060992	2.772892888	4.607668198	4.293353271	2.390623834	3.343422158	3.805253512	4.265091506	4.608870366	4.883399731
NC_004663.1	BT_0057	BT_0057	53288	53575	+	4.508864524	4.394616675	4.613304312	4.043476054	4.935612049	4.124834275	3.655950112	3.931053846	4.253459287	3.374663057	3.215435796	4.48136094	1.260886154	1.077098444	1.954128497	3.391707847	3.344001791	3.530552956	0.9788044047	1.154696388	2.235245169	1.921383841	4.1882624	3.412791247	4.188789271	3.711203675	2.457030051	3.212307563	6.55349216	8.056283957	3.049987742	4.246434549
NC_004663.1	BT_0058	BT_0058	53647	54777	+	8.971245908	10.15094556	7.435034134	7.06446391	10.26607306	8.747493376	5.13809205	7.351581218	7.401019159	8.11526116	9.075826844	8.705172401	2.101476923	2.962020722	3.316096844	5.052952506	4.75877178	6.813347809	2.251250131	2.424862414	6.16385789	4.969096141	6.64138752	6.825582494	5.60250565	5.894264661	4.847653885	6.162385938	11.13388991	16.18026778	6.032197978	6.298877914
NC_004663.1	BT_0059	BT_0059	54774	55715	+	3.858100572	5.632536865	3.224834082	4.229382999	5.08368041	3.698127281	2.964283875	3.420527372	3.828113358	3.856757779	4.408258753	3.966261981	1.155812308	1.615647667	1.894912482	2.768741099	3.215386338	2.663399598	1.566087048	1.154696388	3.454469806	2.915203069	3.64977152	3.6260907	3.56047088	3.856741074	3.253904663	3.343422158	6.694427475	7.988584092	4.337760344	3.963338912
NC_004663.1	BT_0060	BT_0060	55754	56539	+	10.31925695	7.675105179	8.106874567	6.739126756	9.13088229	9.17420037	8.398804312	9.342634464	7.996503459	7.633166438	8.71279377	9.014231776	1.628644616	2.800455955	4.512260349	6.437323056	8.745850838	9.538686933	2.447011012	2.078453498	4.086660359	5.101605371	6.8807168	7.2521814	9.320056128	8.441169144	6.10937202	7.27685999	15.15054639	18.00816414	7.794413118	8.988286461
NC_004663.1	BT_0061	BT_0061	56555	58894	+	15.61833484	15.65969041	12.72017888	12.59519552	14.56005554	16.2859836	11.56070711	13.52895155	14.20655402	14.02092151	15.29925097	14.31975105	2.626846154	3.339005178	6.691409703	11.0749644	9.99985151	12.26402606	2.838532774	4.503315912	7.179878421	7.88429921	9.991997439	8.745277571	11.93804942	12.15237282	9.296870465	9.440250798	25.79116269	31.00653825	12.13217346	13.58859056
NC_004663.1	BT_0062	BT_0062	58891	59103	+	0.2788988365	0.371376057	0.179157449	0.4647673625	0.2961367229	0.8534139879	0.2470236562	0.153157942	0.4678805215	0.4419201622	0.3630330738	0.05150989586	0.05253692308	0	0.6513761658	0.5537482199	0.771692721	0.6813347809	0.09788044047	0.1154696388	0.06773470209	0.2650184609	0.41882624	0	0.3141591953	0.9459930937	0.8632808289	0.327786486	0.5637412611	0.4738990563	0.7455525591	0.6369651823
NC_004663.1	BT_0063	BT_0063	59156	59356	+	2.835471505	2.104464323	3.403991531	2.556220494	4.096558	3.698127281	2.470236562	2.961053546	2.934886908	3.053266575	3.837778208	3.708712502	0.6829800001	0.3769844555	3.61217692	2.214992879	5.916310861	5.450678247	0.9788044047	0.2309392775	0.812816425	2.053893072	1.7949696	0.4265989059	5.288346455	5.384883764	4.582029015	2.884521077	3.87572117	4.942090158	5.286645419	4.671078003
NC_004663.1	BT_0064	BT_0064	59377	61551	+	34.02565805	32.557301	31.26297485	31.9295178	33.75958641	40.60828226	32.2612895	36.14527432	26.71172432	25.55102029	35.00676068	34.35710054	7.302632309	6.247170977	27.18015092	36.06285282	46.30156326	47.63149514	5.481304667	9.006631823	16.86594082	19.47885687	22.31745536	17.91715405	45.13420439	49.04610347	36.98826321	33.17199239	41.0826444	47.32220576	48.12202882	46.14458876
NC_004663.1	BT_0065	BT_0065	61621	64158	+	18.73270519	19.43534698	18.58758533	17.0569622	20.03858492	20.9086427	17.93391744	20.11474305	14.67443454	14.94493639	18.6184105	17.97695366	3.047141539	3.446715022	13.67889948	22.28836585	22.829243	26.07654025	2.642771893	4.288872297	7.78949074	10.20321074	12.5647872	11.94476936	21.57226475	27.06995622	20.3867088	16.58599619	26.56630693	31.41273744	26.16211708	22.93074656
NC_004663.1	BT_0066	BT_0066	64273	65475	+	22.1724575	18.38311482	18.99068959	19.93851985	24.48063576	22.89994201	18.67498841	21.54421718	17.05637174	17.51610825	21.00405641	21.1190573	3.4149	3.715989633	17.40950843	18.61978389	24.69416707	23.5370197	2.349130571	2.886740969	7.383082527	9.010627669	12.2656256	7.038881947	18.53539252	22.63106555	19.9882715	16.5204389	29.52594855	41.09381817	25.61989703	21.44449447
NC_004663.1	BT_0067	BT_0067	65813	66064	+	1.859325577	1.856880285	1.433259592	1.440778824	2.813298868	2.13353497	1.877379787	1.633684715	1.914056679	1.526633288	1.140961089	1.751336459	0.5779061539	0.4846943	1.006672256	1.315152022	2.315078163	2.415641496	0.4894022024	0.461878555	0.8805511271	0.7950553826	0.77782016	0.6398983588	1.937315038	2.255829685	1.992186528	1.376703241	2.466368017	3.588092855	2.64332271	2.123217274
NC_004663.1	BT_0068	BT_0068	66092	66571	+	2.41712325	2.042568314	2.060310664	1.533732296	2.369093783	5.476073089	2.124403444	2.144211189	1.871522086	1.848029769	2.23006031	2.523984897	0.8405907693	0.6462590666	1.894912482	2.214992879	2.315078163	1.920125292	0.3915217619	0.3464089163	1.016020531	0.5300369217	1.495808	0.6398983588	1.78023544	2.619673183	2.390623834	1.63893243	2.395900359	4.061991911	2.101102667	2.901730275
NC_004663.1	BT_0069	BT_0069	66856	67662	-	6.275223821	6.870457055	3.538359618	4.46176668	6.218871181	4.90713043	5.483925169	6.53473886	5.316824108	7.351944517	5.082463033	4.790420315	3.57251077	2.962020722	3.079232784	4.706859869	3.665540425	2.9111577	6.460109071	5.658012299	6.299327294	4.70407768	5.0857472	4.052689606	3.036872221	2.837979281	3.984373056	2.884521077	5.144139007	5.348289349	3.185542753	2.972504184
NC_004663.1	BT_0070	BT_0070	67710	68333	-	23.7064011	24.26323573	19.66253003	18.86955492	24.18449904	19.84187522	26.18450756	25.52632367	22.16052288	21.45321515	20.5372996	20.14036928	15.18317077	18.09525387	18.23853264	21.80383616	20.90001119	21.55495489	23.88282748	22.51657956	20.65908414	20.67143995	18.78734848	19.41025022	17.54055507	19.50201147	17.3320228	16.84822538	29.24407792	31.27733771	18.02881643	18.40121638
NC_004663.1	BT_0071	BT_0071	68637	69134	-	8.320481956	8.974921378	4.210200052	4.740627098	5.08368041	4.978248263	6.224996137	5.973159739	8.081572645	8.396483082	7.934865755	6.85081615	6.724726155	7.970528488	5.507089402	6.022011891	4.95169496	5.202920145	13.01809858	14.66464412	10.70208293	10.79950228	5.56440576	5.759085229	6.283183906	5.821495961	5.511716061	4.589010805	4.368994773	4.671290698	4.473315355	5.308043186
NC_004663.1	BT_0072	BT_0072	69352	69603	-	25.98407493	27.60562024	27.94856204	25.98049556	31.63727323	43.59523121	21.3428439	21.135796	23.64923363	25.30997293	26.60513812	27.50628439	31.99498616	29.081658	11.60633895	19.3811877	18.19908667	19.8825877	31.12598007	36.83481477	27.36481964	25.2430084	21.71913216	19.19695076	19.58258984	16.80956959	17.66405388	17.70047025	63.91416547	63.57017341	15.92771376	16.84419038
NC_004663.1	BT_0073	BT_0073	69588	71018	-	201.9227576	208.527656	176.066983	190.9264325	207.1969938	191.7336759	145.7439572	157.9058382	174.7321075	183.9191366	210.5591828	205.6790142	222.704017	223.2286526	117.2477098	171.8003852	152.4736201	175.5985549	272.890668	348.6028394	233.278314	220.0315771	206.6608333	181.7311339	163.7816605	145.4646303	151.671801	159.5009041	464.2409285	454.6722946	136.8427834	150.3945569
